,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,Skip,Step,Clock Shift,Tx Power,Tx Narrow,Pager Enable,Comment,
53,443.6500,448.6500,5.0000 MHz,Plus,FM,U08MPL,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Maple Leaf; tactical; W7ACS
54,440.6000,445.6000,5.0000 MHz,Plus,FM,U09LFP,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Lake Forest Park; tactical; W7ACS; Allstar 48834
55,444.7000,449.7000,5.0000 MHz,Plus,FM,U10QA1,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Queen Anne 1; tactical; WW7SEA; Allstar 48845
56,441.8000,446.8000,5.0000 MHz,Plus,FM,U11WSE,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,West Seattle UHF; tactical; W7AW
57,443.3750,448.3750,5.0000 MHz,Plus,FM,U12SSC,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,South Seattle College; tactical; K7RSD
58,443.2000,448.2000,5.0000 MHz,Plus,FM,U13WCR,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Westcrest; tactical; W7ACS
59,444.4250,449.4250,5.0000 MHz,Plus,FM,U14QA2,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Queen Anne 2; tactical; WW7SEA; KOMO Tower
60,444.3750,449.3750,5.0000 MHz,Plus,FM,U15CH3,Y,Tone,88.5,,Scan, 5 kHz, N, High,N,N,Capitol Hill 3; tactical; AJ7JA; Madison/Pine
61,443.5250,448.5250,5.0000 MHz,Plus,FM,U16CH4,Y,Tone,110.9,,Scan, 5 kHz, N, High,N,N,Capitol Hill 4; tactical; K7SLB; Madison/Pine
62,440.0000,445.0000,5.0000 MHz,Plus,FM,U17PR1,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Portable Repeater 1; ACS portable; W7ACS
63,443.0000,448.0000,5.0000 MHz,Plus,FM,U18PR2,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Portable Repeater 2; ACS portable; W7ACS
64,445.8000,445.8000,,Simplex,FM,U21580,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex 445.800; simplex
65,445.8250,445.8250,,Simplex,FM,U22582,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex 445.825; simplex
66,445.8500,445.8500,,Simplex,FM,U23585,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex 445.850; simplex
67,445.8750,445.8750,,Simplex,FM,U24587,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex 445.875; simplex
68,445.9000,445.9000,,Simplex,FM,U25559,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex 445.900; simplex
69,445.9750,445.9750,,Simplex,FM,U26597,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex 445.975; simplex
70,446.0000,446.0000,,Simplex,FM,U27600,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex Calling 446.000; simplex calling
71,440.0250,440.0250,,Simplex,FM,U28002,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Simplex Cross-Band 440.025; simplex cross-band link
72,444.9500,449.9500,5.0000 MHz,Plus,FM,U41CPK,Y,Tone,118.8,,Scan, 5 kHz, N, High,N,N,WA EMD Capitol Pk; N7UJK; BeachNet
73,443.5500,448.5500,5.0000 MHz,Plus,FM,U42MSV,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,MST VAMC UHF; WW7MST; MST tactical
74,444.8250,449.8250,5.0000 MHz,Plus,FM,U43MSN,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,MST UWMC Northwest; WW7MST; MST tactical
75,443.6750,448.6750,5.0000 MHz,Plus,FM,U44MST,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,MST Tacoma General Hosp; WW7MST; MST tactical
76,440.5500,445.5500,5.0000 MHz,Plus,FM,U45MSO,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,MST St Peter Hosp Olympia; WW7MST; MST tactical
77,441.5500,446.5500,5.0000 MHz,Plus,FM,U46ARC,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Red Cross NW Region; WW7STR Cougar Mt
78,440.3000,445.3000,5.0000 MHz,Plus,FM,U51SLN,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Shoreline UHF; W7AUX Shoreline; liaison preferred
79,441.0750,446.0750,5.0000 MHz,Plus,FM,U52KRK,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Kirkland UHF; K7LWH Kirkland
80,440.6750,445.6750,5.0000 MHz,Plus,FM,U53RED,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Redmond UHF; N6OBY Redmond
81,440.1500,445.1500,5.0000 MHz,Plus,FM,U54MER,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Mercer Is UHF; W7MIR Mercer Is
82,441.1000,446.1000,5.0000 MHz,Plus,FM,U55BEL,Y,Tone,156.7,,Scan, 5 kHz, N, High,N,N,Bellevue; K7BEL Bellevue
83,440.2500,445.2500,5.0000 MHz,Plus,FM,U56SAM,Y,Tone,123.0,,Scan, 5 kHz, N, High,N,N,ESFR UHF; N7ERP Cougar Mt
84,441.8250,446.8250,5.0000 MHz,Plus,FM,U57SQV,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Snoq Valley UHF; KE7GFZ Cougar Mt
85,444.9250,449.9250,5.0000 MHz,Plus,FM,U58SNQ,Y,Tone,85.4,,Scan, 5 kHz, N, High,N,N,Snoqualmie UHF; N7SNO Snoqualmie
86,443.7000,448.7000,5.0000 MHz,Plus,FM,U59DES,Y,Tone,123.0,,Scan, 5 kHz, N, High,N,N,Des Moines; WA7DES Des Moines
87,441.9750,446.9750,5.0000 MHz,Plus,FM,U60RNT,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Renton; K7FDF Renton
88,443.1000,448.1000,5.0000 MHz,Plus,FM,U61HLN,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Highline ARC UHF; WA7ST Seatac
89,444.7750,449.7750,5.0000 MHz,Plus,FM,U62KDS,Y,Tone,173.8,,Scan, 5 kHz, N, High,N,N,Bellevue Alternate; KI7DS Bellevue
90,442.9500,447.9500,5.0000 MHz,Plus,FM,U63FED,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Federal Way UHF; WA7FW Federal Way
91,443.5000,448.5000,5.0000 MHz,Plus,FM,U64VSH,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Vashon/Maury Is; W7VMI Vashon Is
92,441.1250,446.1250,5.0000 MHz,Plus,FM,U65BUR,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Burien; W7BUR Burien
93,442.8250,447.8250,5.0000 MHz,Plus,FM,U66SL2,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Shoreline UHF Alternate; W7AUX Shoreline; in-city preferred
94,442.0000,447.0000,5.0000 MHz,Plus,FM,U67NSE,Y,Tone,141.3,,Scan, 5 kHz, N, High,N,N,Northshore, Kenmore, LFP; NE7MC Kenmore
95,443.7250,448.7250,5.0000 MHz,Plus,FM,U71SMT,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Snohomish Co Mntlk Ter; WA7DEM Mountlake Terrace
96,444.4750,449.4750,5.0000 MHz,Plus,FM,U72BAI,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,Bainbridge Is; W7NPC Bainbridge Is
97,441.7750,446.7750,5.0000 MHz,Plus,FM,U81PER,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,PSE Rattlesnake; W7PSE Network
98,441.7000,446.7000,5.0000 MHz,Plus,FM,U82PEB,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,PSE Baldi; W7PSE Network
99,441.7500,446.7500,5.0000 MHz,Plus,FM,U83PEG,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,PSE Green Mt; W7PSE Network
100,441.7250,446.7250,5.0000 MHz,Plus,FM,U84PEA,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,PSE Anacortes; W7PSE Network
101,442.4250,447.4250,5.0000 MHz,Plus,FM,U85PEY,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,PSE Mt Blyn; W7PSE Network
102,443.6250,448.6250,5.0000 MHz,Plus,FM,U86PES,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,PSE Sumner; W7PSE Network
103,443.4000,448.4000,5.0000 MHz,Plus,FM,U87PPC,Y,Tone,123.0,,Scan, 5 kHz, N, High,N,N,K7PP Cougar; K7PP Network; CTCSS 151.4
104,441.2000,446.2000,5.0000 MHz,Plus,FM,U88PPG,Y,Tone,123.0,,Scan, 5 kHz, N, High,N,N,K7PP Gold; K7PP Network
105,441.3000,446.3000,5.0000 MHz,Plus,FM,U89PPK,Y,Tone,123.0,,Scan, 5 kHz, N, High,N,N,K7PP KO Pk; K7PP Network; CTCSS 151.4
106,444.6500,449.6500,5.0000 MHz,Plus,FM,U90TIG,Y,Tone,131.8,,Scan, 5 kHz, N, High,N,N,WA7HJR Tiger; Evergreen Intertie
107,442.6500,447.6500,5.0000 MHz,Plus,FM,U91GLD,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,WW7RA Gold UHF; wide area
108,440.9500,445.9500,5.0000 MHz,Plus,FM,U92BCK,Y,Tone,110.9,,Scan, 5 kHz, N, High,N,N,K7DK Buck Mt; wide area
109,444.6000,449.6000,5.0000 MHz,Plus,FM,U93LSQ,Y,Tone,103.5,,Scan, 5 kHz, N, High,N,N,K7LWH Lincoln Square; K7LWH Bellevue
110,440.1000,445.1000,5.0000 MHz,Plus,FM,U94SLB,Y,Tone,110.9,,Scan, 5 kHz, N, High,N,N,K7SLB Cougar; K7SLB Cougar Mt (formerly Ch 9)
